Id,Symbol,Name,Display Symbol,Exchange,Portfolio,Currency,Shares Owned,Cost Per Share,Commission,Transaction Date,Transaction Time,Purchase Exchange Rate,Type,Accounting,Accounting Execution Ids,Notes        
,0P0000XW2M.BO,DSP Midcap,,,MF_Portfolio,INR,92.28,54.183,,8/4/2017,,,Buy,,,
,0P0000XW2M.BO,DSP Midcap,,,MF_Portfolio,INR,120.042,83.3,,3/3/2021,,,Buy,,,
,0P0000XW2M.BO,DSP Midcap,,,MF_Portfolio,INR,212.322,95.377,,5/19/2023,,,Sell,,,
,0P0000XVWD.BO,Aditya birla flexicap,,,MF_Portfolio,INR,2.009,646.99,,6/27/2017,,,Buy,,,
,0P0000XVWD.BO,Aditya birla flexicap,,,MF_Portfolio,INR,2.009,1076.73,,3/13/2023,,,Sell,,,
,0P0000XVY0.BO,aditya birla short term fund,,,MF_Portfolio,INR,36.042,27.7456,,6/27/2017,,,Buy,,,
,0P0000XVY0.BO,aditya birla short term fund,,,MF_Portfolio,INR,36.042,39.8932,,3/13/2023,,,Sell,,,
,0P00011MKZ.BO,aditya birla bankng n finance,,,MF_Portfolio,INR,559.1,35.77,,3/22/2021,,,Buy,,,
,0P00011MKZ.BO,aditya birla bankng n finance,,,MF_Portfolio,INR,559.1,51.72,,8/9/2023,,,Sell,,,
,0P00005V62.BO,aditya birla flexi cup,,,MF_Portfolio,INR,6.934,721.12,,9/5/2017,,,Buy,,,
,0P00005V62.BO,aditya birla flexi cup,,,MF_Portfolio,INR,6.934,1229.2,,2/20/2023,,,Sell,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,34.367,145.48,,2/7/2022,,,Buy,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,142.139,140.7,,2/23/2022,,,Buy,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,35.573,140.55,,3/7/2022,,,Buy,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,33.684,148.43,,4/7/2022,,,Buy,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,38.236,130.76,,5/9/2022,,,Buy,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,39.832,125.52,,6/7/2022,,,Buy,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,41.177,121.42,,7/7/2022,,,Buy,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,38.608,129.5,,8/8/2022,,,Buy,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,40.425,123.68,,9/7/2022,,,Buy,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,40.291,124.09,,10/7/2022,,,Buy,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,39.103,127.86,,11/7/2022,,,Buy,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,37.367,133.8,,12/7/2022,,,Buy,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,39.229,127.45,,1/9/2023,,,Buy,,,
,0P0000XVXV.BO,aditya birla digital,,,MF_Portfolio,INR,600.031,136.59,,6/14/2023,,,Sell,,,
,0P0000XVTL.BO,axis bluechip,,,MF_Portfolio,INR,226.9,44.07,,5/19/2022,,,Buy,,,
,0P0000XVTL.BO,axis bluechip,,,MF_Portfolio,INR,226.9,50.52,,6/14/2023,,,Sell,,,
,0P0000XVUB.BO,axis liquid,,,MF_Portfolio,INR,2.469,2025.5054,,12/6/2018,,,Buy,,,
,0P0000XVUB.BO,axis liquid,,,MF_Portfolio,INR,98.201,2036.6332,,1/2/2019,,,Buy,,,
,0P0000XVUB.BO,axis liquid,,,MF_Portfolio,INR,73.476,2041.4843,,1/14/2019,,,Buy,,,
,0P0000XVUB.BO,axis liquid,,,MF_Portfolio,INR,44.352,2254.5919,,10/28/2020,,,Buy,,,
,0P0000XVUB.BO,axis liquid,,,MF_Portfolio,INR,109.67,2279.4583,,3/8/2021,,,Buy,,,
,0P0000XVUB.BO,axis liquid,,,MF_Portfolio,INR,10.953,2282.3596,,3/22/2021,,,Buy,,,
,0P0000XVUB.BO,axis liquid,,,MF_Portfolio,INR,21.622,2312.4714,,8/12/2021,,,Sell,,,
,0P0000XVUB.BO,axis liquid,,,MF_Portfolio,INR,86.476,2312.7743,,8/12/2021,,,Sell,,,
,0P0000XVUB.BO,axis liquid,,,MF_Portfolio,INR,21.429,2333.2817,,11/22/2021,,,Sell,,,
,0P0000XVUB.BO,axis liquid,,,MF_Portfolio,INR,96.396,2334.1202,,11/22/2021,,,Sell,,,
,0P0000XVUB.BO,axis liquid,,,MF_Portfolio,INR,51.406,2334.3616,,11/23/2021,,,Sell,,,
,0P0000XVUB.BO,axis liquid,,,MF_Portfolio,INR,61.792,2468.8151,,1/23/2023,,,Sell,,,
,0P0000XW0O.BO,canara robecco bluechip,,,MF_Portfolio,INR,243.95,40.99,,5/19/2022,,,Buy,,,
,0P0000XW0O.BO,canara robecco bluechip,,,MF_Portfolio,INR,105.458,47.41,,11/2/2022,,,Buy,,,
,0P0000XW0O.BO,canara robecco bluechip,,,MF_Portfolio,INR,349.408,51.71,,7/14/2023,,,Sell,,,
,0P0001CN9D.BO,edelweiss ipo,,,MF_Portfolio,INR,493.839,20.2485,,2/7/2022,,,Buy,,,
,0P0001CN9D.BO,edelweiss ipo,,,MF_Portfolio,INR,493.839,20.4619,,7/14/2023,,,Sell,,,
,0P0000XW5J.BO,franklin prima,,,MF_Portfolio,INR,1.027,875.9145,,6/27/2017,,,Buy,,,
,0P0000XW5J.BO,franklin prima,,,MF_Portfolio,INR,1.027,1470.2578,,3/13/2023,,,Sell,,,
,0P0000XW7T.BO,HDFC Index,,,MF_Portfolio,INR,103.433,483.379,,5/19/2022,,,Buy,,,
,0P0000XW7T.BO,HDFC Index,,,MF_Portfolio,INR,35.575,562.1638,,11/2/2022,,,Buy,,,
,0P0000XW7T.BO,HDFC Index,,,MF_Portfolio,INR,88.874,562.5652,,11/4/2022,,,Buy,,,
,0P0000XW7T.BO,HDFC Index,,,MF_Portfolio,INR,227.882,583.5796,,5/30/2023,,,Sell,,,
,0P0000XW9U.BO,L&T tax saver,,,MF_Portfolio,INR,266.577,56.269,,3/19/2018,,,Buy,,,
,0P0000XW9U.BO,L&T tax saver,,,MF_Portfolio,INR,266.577,95.3065,,7/5/2023,,,Sell,,,
,0P0000XWAT.BO,ICICI prud bluechip,,,MF_Portfolio,INR,154.767,64.61,,5/19/2022,,,Buy,,,
,0P0000XWAT.BO,ICICI prud bluechip,,,MF_Portfolio,INR,266.121,75.15,,11/2/2022,,,Buy,,,
,0P0000XWAT.BO,ICICI prud bluechip,,,MF_Portfolio,INR,266.121,81.98,,7/14/2023,,,Sell,,,
,0P0000XWAT.BO,ICICI prud bluechip,,,MF_Portfolio,INR,154.767,82.81,,7/14/2023,,,Sell,,,
,0P0000XV5R.BO,Kotak emerging equity,,,MF_Portfolio,INR,130.026,76.904,,2/23/2022,,,Buy,,,
,0P0000XV5R.BO,Kotak emerging equity,,,MF_Portfolio,INR,130.026,84.158,,3/17/2023,,,Sell,,,
,0P0000XV6I.BO,Kotak smallcap,,,MF_Portfolio,INR,53.582,186.621,,2/7/2022,,,Buy,,,
,0P0000XV6I.BO,Kotak smallcap,,,MF_Portfolio,INR,53.582,221.462,,8/9/2023,,,Sell,,,
,0P0000XVA0.BO,Mirrae asset largecap,,,MF_Portfolio,INR,120.589,82.922,,2/23/2022,,,Buy,,,
,0P0000XVA0.BO,Mirrae asset largecap,,,MF_Portfolio,INR,129.963,76.941,,5/19/2022,,,Buy,,,
,0P0000XVA0.BO,Mirrae asset largecap,,,MF_Portfolio,INR,250.552,91.5,,6/14/2023,,,Sell,,,
,0P0000XVE4.BO,Nippon index,,,MF_Portfolio,INR,334.412,29.9017,,2/7/2022,,,Buy,,,
,0P0000XVE4.BO,Nippon index,,,MF_Portfolio,INR,334.412,33.3429,,6/14/2023,,,Sell,,,
,0P0000XVFK.BO,Nippon pharma,,,MF_Portfolio,INR,32.374,308.8763,,2/7/2022,,,Buy,,,
,0P0000XVFK.BO,Nippon pharma,,,MF_Portfolio,INR,32.374,296.2686,,2/20/2023,,,Sell,,,
,0P00011MAT.BO,PGIM Midcap,,,MF_Portfolio,INR,103.215,48.44,,2/7/2022,,,Buy,,,
,0P00011MAT.BO,PGIM Midcap,,,MF_Portfolio,INR,116.599,42.88,,3/7/2022,,,Buy,,,
,0P00011MAT.BO,PGIM Midcap,,,MF_Portfolio,INR,104.751,47.73,,4/7/2022,,,Buy,,,
,0P00011MAT.BO,PGIM Midcap,,,MF_Portfolio,INR,114.594,43.63,,5/9/2022,,,Buy,,,
,0P00011MAT.BO,PGIM Midcap,,,MF_Portfolio,INR,114.306,43.74,,6/7/2022,,,Buy,,,
,0P00011MAT.BO,PGIM Midcap,,,MF_Portfolio,INR,111.851,44.7,,7/7/2022,,,Buy,,,
,0P00011MAT.BO,PGIM Midcap,,,MF_Portfolio,INR,103.322,48.39,,8/10/2022,,,Buy,,,
,0P00011MAT.BO,PGIM Midcap,,,MF_Portfolio,INR,98.054,50.99,,9/7/2022,,,Buy,,,
,0P00011MAT.BO,PGIM Midcap,,,MF_Portfolio,INR,98.731,50.64,,10/7/2022,,,Buy,,,
,0P00011MAT.BO,PGIM Midcap,,,MF_Portfolio,INR,99.064,50.47,,11/7/2022,,,Buy,,,
,0P00011MAT.BO,PGIM Midcap,,,MF_Portfolio,INR,98.731,50.64,,12/7/2022,,,Buy,,,
,0P00011MAT.BO,PGIM Midcap,,,MF_Portfolio,INR,101.911,49.06,,1/9/2023,,,Buy,,,
,0P00011MAT.BO,PGIM Midcap,,,MF_Portfolio,INR,1265.129,52.86,,7/5/2023,,,Sell,,,
,0P0000XW4J.BO,quant small cap,,,MF_Portfolio,INR,68.687,145.5814,,2/7/2022,,,Buy,,,
,0P0000XW4J.BO,quant small cap,,,MF_Portfolio,INR,68.687,186.6538,,8/9/2023,,,Sell,,,
,0P0000XW4O.BO,quant infrastructure,,,MF_Portfolio,INR,435.505,22.9607,,2/7/2022,,,Buy,,,
,0P0000XW4O.BO,quant infrastructure,,,MF_Portfolio,INR,435.505,25.3955,,6/14/2023,,,Sell,,,
,0P0000XVJQ.BO,sbi bluechip,,,MF_Portfolio,INR,22.98,34.8133,,6/27/2017,,,Buy,,,
,0P0000XVJQ.BO,sbi bluechip,,,MF_Portfolio,INR,22.98,61.0492,,3/13/2023,,,Sell,,,
,0P0000XVCR.BO,sundaram focused,,,MF_Portfolio,INR,87.663,114.0671,,2/23/2022,,,Buy,,,
,0P0000XVCR.BO,sundaram focused,,,MF_Portfolio,INR,87.663,114.8994,,3/1/2023,,,Sell,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,78.359,255.2213,,2/23/2022,,,Buy,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,78.359,238.4669,,2/20/2023,,,Sell,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,58.645,170.5094,,10/27/2020,,,Buy,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,52.538,190.328,,11/27/2020,,,Buy,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,48.955,204.2579,,12/28/2020,,,Buy,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,48.31,206.9872,,1/27/2021,,,Buy,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,46.055,217.1229,,3/1/2021,,,Buy,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,45.039,222.0194,,3/30/2021,,,Buy,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,44.698,223.7123,,4/27/2021,,,Buy,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,43.276,231.0629,,5/27/2021,,,Buy,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,341.774,238.0284,,6/23/2021,,,Buy,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,110.492,273.9054,,9/20/2021,,,Buy,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,424.938,235.3306,,4/24/2023,,,Sell,,,
,0P0000XVSO.BO,UTI equity fund,,,MF_Portfolio,INR,414.844,242.518,,5/5/2023,,,Sell,,,
,0P0000XVU7.BO,Axis Long Term,,,MF_Portfolio,INR,904.705,103.3895027,,7/11/2024,,,Sell,,,
,0P0000XW24.BO,DSP Small Cap,,,MF_Portfolio,INR,224.064,223.139,,12/6/2024,,,Buy,,,
,0P0000YWL1.BO,parag pareikh flexicap,,,MF_Portfolio,INR,586.616,85.2303,,11/21/2024,,,Buy,,,
,0P0000YWL1.BO,parag pareikh flexicap,,,MF_Portfolio,INR,1157.316,86.4025,,11/28/2024,,,Buy,,,
,0P0000YWL1.BO,parag pareikh flexicap,,,MF_Portfolio,INR,563.741,88.6888,,12/6/2024,,,Buy,,,
,0P0000XW2T.BO,dsp tax saver,,,MF_Portfolio,INR,643.926,155.3,,9/22/2025,,,Sell,,,
,0P0000XW04.BO,Canara robecco tax saver,,,MF_Portfolio,INR,181.611,197.9,,9/22/2025,,,Sell,,,
,0P00017844.BO,Mirrae asset tax saver,,,MF_Portfolio,INR,949.113,54.82,,9/26/2025,,,Sell,,,
,0P0000XW04.BO,Canara robecco tax saver,,,MF_Portfolio,,154.947,201.488,,12/31/2025,,,Sell,,,
,5PAISA.NS,5PAISA,,,Groww,INR,20,448.82,,9/13/2023,,,Buy,,,
,5PAISA.NS,5PAISA,,,Groww,INR,20,441.35,,9/29/2023,,,Buy,,,
,5PAISA.NS,5PAISA,,,Groww,INR,20,518.35,,12/1/2023,,,Buy,,,
,5PAISA.NS,5PAISA,,,Groww,INR,18,563.42,,4/9/2024,,,Buy,,,
,5PAISA.NS,5PAISA,,,Groww,INR,24,523.67,,5/14/2024,,,Buy,,,
,AAPL,AAPL,,,Vested,USD,4,125.37,,1/4/2023,,,Buy,,,
,AAPL,AAPL,,,Vested,USD,2,152.23,,2/6/2023,,,Buy,,,
,AAPL,AAPL,,,Vested,USD,2,151.87,,3/9/2023,,,Buy,,,
,AAPL,AAPL,,,Vested,USD,1,174.39,,5/18/2023,,,Buy,,,
,AAPL,AAPL,,,Vested,USD,1,170.78,,5/24/2023,,,Buy,,,
,AAPL,AAPL,,,Vested,USD,1,177.23,,8/22/2023,,,Buy,,,
,AAPL,AAPL,,,Vested,USD,1,168,,10/27/2023,,,Buy,,,
,AAPL,AAPL,,,Vested,USD,2,184.47,,2/22/2024,,,Buy,,,
,AAPL,AAPL,,,IndMoney US,USD,1,210,,4/29/2025,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,5,1626,,4/10/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,6,1788.35,,4/17/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,7,1431.5,,5/5/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,6,1478.95,,5/8/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,4,1546.65,,7/5/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,5,1540,,7/14/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,2,1601.4,,7/24/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,3,1611.95,,8/11/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,5,1542,,12/15/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,4,1411.6,,2/8/2024,,,Buy,,,
,AAVAS.NS,AAVAS,,,AngelOne,INR,12,1654.5,,12/6/2024,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,1,1680.55,,9/20/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,1,1681.1,,9/20/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,3,1681.3,,9/20/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,3,1489.65,,11/21/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,4,1438,,12/1/2023,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,17,1760.2,,7/30/2025,,,Buy,,,
,AAVAS.NS,AAVAS,,,Zerodha,INR,12,1668.9,,8/4/2025,,,Buy,,,
,ABSLAMC.NS,ABSLAMC,,,Zerodha,INR,15,400.95,,7/24/2023,,,Buy,,,
,ABSLAMC.NS,ABSLAMC,,,Zerodha,INR,8,409.85,,7/31/2023,,,Buy,,,
,ABSLAMC.NS,ABSLAMC,,,Zerodha,INR,2,409.85,,7/31/2023,,,Buy,,,
,ABSLAMC.NS,ABSLAMC,,,Zerodha,INR,10,407.85,,8/2/2023,,,Buy,,,
,ABSLAMC.NS,ABSLAMC,,,Zerodha,INR,1,403.5,,8/8/2023,,,Buy,,,
,ABSLAMC.NS,ABSLAMC,,,Zerodha,INR,11,403.55,,8/8/2023,,,Buy,,,
,ABSLAMC.NS,ABSLAMC,,,Zerodha,INR,1,402.9,,8/11/2023,,,Buy,,,
,ABSLAMC.NS,ABSLAMC,,,Zerodha,INR,1,402.95,,8/11/2023,,,Buy,,,
,ABSLAMC.NS,ABSLAMC,,,Zerodha,INR,13,402.95,,8/11/2023,,,Buy,,,
,ABSLAMC.NS,ABSLAMC,,,Zerodha,INR,12,368.5,,8/21/2023,,,Buy,,,
,ABSLAMC.NS,ABSLAMC,,,Zerodha,INR,8,389.4,,8/30/2023,,,Buy,,,
,ADBE,ADBE,,,Vested,USD,1,330.91,,3/13/2023,,,Buy,,,
,ADBE,ADBE,,,Vested,USD,1,378,,4/19/2023,,,Buy,,,
,ADBE,ADBE,,,Vested,USD,1,359.84,,5/18/2023,,,Buy,,,
,ADBE,ADBE,,,Vested,USD,1,537.71,,2/22/2024,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,2,904.25,,5/17/2023,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,6,967.5,,6/2/2023,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,9,993.4,,6/6/2023,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,10,1002.45,,6/8/2023,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,5,1003,,6/13/2023,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,3,1003.2,,6/13/2023,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,3,987.95,,6/14/2023,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,4,1037.35,,6/16/2023,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,1,1037.3,,6/16/2023,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,3,1067,,7/5/2023,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,9,1087.1,,4/9/2024,,,Buy,,,
,AFFLE.NS,AFFLE,,,AngelOne,INR,10,1498,,1/30/2025,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,4,1080,,9/4/2023,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,4,1086.5,,9/28/2023,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,10,1103,,3/11/2024,,,Buy,,,
,AFFLE.NS,AFFLE,,,Zerodha,INR,7,1111.85,,4/5/2024,,,Buy,,,
,AMRUTANJAN.NS,AMRUTANJAN,,,Zerodha,INR,6,598,,5/8/2023,,,Buy,,,
,AMZN,AMZN,,,Vested,USD,2,89.91,,12/6/2022,,,Buy,,,
,AMZN,AMZN,,,Vested,USD,3,96.5,,1/17/2023,,,Buy,,,
,AMZN,AMZN,,,Vested,USD,3,97.4,,1/23/2023,,,Buy,,,
,AMZN,AMZN,,,Vested,USD,2,107,,2/3/2023,,,Buy,,,
,AMZN,AMZN,,,Vested,USD,4,102.09,,2/6/2023,,,Buy,,,
,AMZN,AMZN,,,Vested,USD,2,94.5,,2/21/2023,,,Buy,,,
,AMZN,AMZN,,,Vested,USD,1,121.01,,5/30/2023,,,Buy,,,
,AMZN,AMZN,,,Vested,USD,1,134.74,,8/22/2023,,,Buy,,,
,AMZN,AMZN,,,IndMoney US,USD,1,214.14,,2/24/2025,,,Buy,,,
,AMZN,AMZN,,,IndMoney US,USD,2,194.58,,3/17/2025,,,Buy,,,
,AMZN,AMZN,,,IndMoney US,USD,1,192.9,,4/1/2025,,,Buy,,,
,AMZN,AMZN,,,IndMoney US,USD,2,172.87,,4/7/2025,,,Buy,,,
,AMZN,AMZN,,,IndMoney US,USD,3,173.92,,4/9/2025,,,Buy,,,
,AMZN,AMZN,,,IndMoney US,USD,2,173.3,,4/17/2025,,,Buy,,,
,AMZN,AMZN,,,IndMoney US,USD,2,185.9,,4/29/2025,,,Buy,,,
,AMZN,AMZN,,,IndMoney US,USD,2,234.7,,8/1/2025,,,Buy,,,
,AMZN,AMZN,,,Vested,USD,3,212.25,,8/4/2025,,,Buy,,,
,AMZN,AMZN,,,IndMoney US,USD,3,220.8,,9/26/2025,,,Buy,,,
,AMZN,AMZN,,,Vested,USD,5,220.93,,9/26/2025,,,Buy,,,
,AMZN,AMZN,,,IndMoney Mummy,USD,3,208.36,,2/6/2026,,,Buy,,,
,AMZN,AMZN,,,IndMoney Mummy,USD,5,206.3,,2/18/2026,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,8,1183,,4/6/2023,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,8,1256.75,,4/20/2023,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,2,1313.95,,5/16/2023,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,3,1314.2,,6/2/2023,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,10,161,,6/21/2023,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,50,158.415,,7/21/2023,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,50,163.04,,7/24/2023,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,50,151.71,,8/7/2023,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,20,317.26,,2/13/2024,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,40,288.7,,4/9/2024,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,30,279.125,,4/22/2024,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,30,278.73,,4/29/2024,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,40,278,,11/12/2024,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,AngelOne,INR,60,239.03,,1/14/2025,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,AngelOne,INR,70,236.6571429,,2/12/2025,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,30,177,,9/12/2023,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,30,186.775,,9/20/2023,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,40,255.325,,5/14/2024,,,Buy,,,
,ANGELONE.NS,ANGELONE,,,Zerodha,INR,20,263.95,,6/18/2024,,,Buy,,,
,APOLLOHOSP.NS,APOLLOHOSP,,,AngelOne,INR,4,6785,,11/18/2024,,,Buy,,,
,APOLLOHOSP.NS,APOLLOHOSP,,,AngelOne,INR,6,7003.9,,11/28/2024,,,Buy,,,
,APOLLOHOSP.NS,APOLLOHOSP,,,AngelOne,INR,5,6703,,1/15/2025,,,Buy,,,
,APOLLOHOSP.NS,APOLLOHOSP,,,AngelOne,INR,4,6817.5,,1/30/2025,,,Buy,,,
,APOLLOHOSP.NS,APOLLOHOSP,,,AngelOne,INR,6,6445,,2/12/2025,,,Buy,,,
,APOLLOHOSP.NS,APOLLOHOSP,,,AngelOne,INR,5,6161,,3/17/2025,,,Buy,,,
,APOLLOHOSP.NS,APOLLOHOSP,,,Zerodha,INR,4,6195.1,,6/18/2024,,,Buy,,,
,APOLLOHOSP.NS,APOLLOHOSP,,,Zerodha,INR,15,7015.5,,12/19/2025,,,Buy,,,
,APOLLOHOSP.NS,APOLLOHOSP,,,AngelOne,INR,14,6994,,12/19/2025,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,25,240.4,,4/26/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,25,260.45,,5/5/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,20,263.2,,5/8/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,12,265,,5/17/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,10,274,,6/6/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,20,276.45,,6/8/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,15,283.5,,7/31/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,4,266.2,,8/11/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,4,266.2,,8/11/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,1,266.25,,8/11/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,5,266.3,,8/11/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,6,266.4,,8/11/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,15,326.6,,12/15/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,15,370.85,,2/8/2024,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,26,322.51,,4/9/2024,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,50,323.5,,5/6/2024,,,Buy,,,
,APTUS.NS,APTUS,,,AngelOne,INR,120,324.45,,12/6/2024,,,Buy,,,
,APTUS.NS,APTUS,,,AngelOne,INR,130,283,,12/19/2025,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,19,264,,8/30/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,15,269.45,,9/4/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,28,292.65,,10/13/2023,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,1,347.9,,3/11/2024,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,5,347.9,,3/11/2024,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,14,347.9,,3/11/2024,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,36,328.55,,4/5/2024,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,24,328.45,,4/5/2024,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,51,298.75,,5/21/2024,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,38,320,,7/29/2024,,,Buy,,,
,APTUS.NS,APTUS,,,Zerodha,INR,80,331.9,,7/30/2025,,,Buy,,,
,ARMANFIN.NS,ARMANFIN,,,Groww,INR,15,1471,,10/24/2024,,,Buy,,,
,ARMANFIN.NS,ARMANFIN,,,Groww,INR,7,1430,,11/7/2024,,,Buy,,,
,ASIANPAINT.NS,ASIANPAINT,,,Zerodha,INR,5,2813,,1/24/2023,,,Buy,,,
